tale_id,episode_id,sentence,num_words,num_clauses,dep_distance,Eventfulness,I,hurst_dep_distance,hurst_eventfulness,hurst_I
5,24,Eine Kopie von „Um Krone und Peitsche“ sowie einige Filmfragmente bewahrt dasEYE Film Institutein den Niederlanden.,19,2,90,0.2,18.0,0.6260668316801201,0.5404893323186407,0.568118452402959
5,24,Aus urheberrechtlichen Gründen ist der Film online nicht länger verfügbar.,11,1,55,0.2,11.0,0.6260668316801201,0.5404893323186407,0.568118452402959
5,25,"Fern Andra stirbt 1974 in Aiken, South Carolina.",10,2,45,1.0,45.0,0.6260668316801201,0.5404893323186407,0.568118452402959
6,1,Das religiöse Wirkender Heiligen Brigida,5,1,10,1.0,10.0,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,2,Wie wird der Tag der Heiligen Brigida gefeiert?,9,2,36,1.0,36.0,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,3,Was ist das Kreuz der Heiligen Brigida?,8,1,28,1.0,28.0,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,4,Wie die Heilige Brigida heute gefeiert wird,7,2,16,1.0,16.0,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,5,Wie eine Heilige aus dem 5.,7,2,12,0.5,6.0,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,5,Jahrhundert in Irland heute gefeiert wird,6,1,15,0.5,7.5,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,6,Der Tag der Heiligen Brigida wird in Irland seit vielen Jahren am 1.,14,1,69,0.25,17.25,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,6,Februar begangen.,3,1,3,0.25,0.75,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,6,Die heilige Brigida ist die einzige Frau unter den drei Schutzheiligen Irlands.,13,1,78,0.25,19.5,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,6,"Sie ist auch die Schutzpatronin verschiedener Berufe und eine Figur, die mit Kreativität und Weiblichkeit in Verbindung gebracht wird.",21,4,210,0.25,52.5,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,7,"Lasst uns einen Blick auf das Leben der heiligen Brigida werfen und die Traditionen kennenlernen, mit denen ihr Leben und ihr Vermächtnis gefeiert werden.",26,4,169,1.0,169.0,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,8,"Brigida hat für viele Menschen viel bedeutet - die Berichte über ihr frühes Leben werden in vielen  Biografien, Mythen und Legenden unterschiedlich diskutiert.",25,4,256,1.0,256.0,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,9,"An ist sich einig, dass sie im 5.",10,3,45,0.3333333333333333,15.0,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,9,Jahrhundert geboren wurde.,4,1,6,0.3333333333333333,2.0,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,9,"Sie soll die Tochter eines Häuptlings und einer versklavten Frau gewesen sein, die vonSaint Patrickgetauft worden war.",19,3,115,0.3333333333333333,38.33333333333333,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,10,"In einigen Biografien heißt es, dass sie ihre Jugend als Landarbeiterin verbrachte.",14,4,91,0.3333333333333333,30.33333333333333,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,10,In den ersten achtzehn Jahren ihres Lebens war Brigida an der Seite ihrer Mutter eine versklavte Arbeiterin.,18,1,93,0.3333333333333333,31.0,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,10,Schon in ihrer Jugend soll sie einige Wunder vollbracht haben.,11,1,55,0.3333333333333333,18.33333333333333,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,11,Brigida teilt ihren Namen auch mit einer keltischen Göttin aus dem vorchristlichen Irland.,14,1,49,0.2,9.8,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,11,"Diese Gottheit war eine Göttin der Inspiration, Kreativität, der Künste, der Geburt und der Heilung.",19,5,171,0.2,34.2,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,11,"Es gibt einige Spekulationen darüber, ob die Brigida aus dem 5.",13,3,51,0.2,10.2,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,11,Jahrhundert überhaupt existierte.,4,1,6,0.2,1.2000000000000002,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,11,"Es gibt Theorien, dass sie erfunden wurde, um die ältere keltische Göttin zu christianisieren, während andere behaupten, dass sie einfach nach ihr benannt wurde.",29,8,219,0.2,43.8,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,12,Um 480 gründete Brigida ein Kloster in Kildare.,9,1,36,0.5,18.0,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,12,"Dieser Ort ist heute eine Stadt westlich vonDublin, eine Stadt, die erst einige Jahrhunderte später gegründet wurde.",20,3,106,0.5,53.0,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,13,Das Kloster wurde an der Stelle eines Schreins der keltischen Göttin Brigida unter einer großen Eiche gegründet.,18,1,123,0.5,61.5,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,13,"Auf Irisch heißt Kildare Cill Dhara, was übersetzt ""die Kirche der Eiche"" bedeutet.",17,2,73,0.5,36.5,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,14,Zusammen mit einer Gruppe von sieben Gefährten entwickelte Brigida die Stätte in Kildare.,14,1,79,0.5,39.5,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,14,"Oft wird ihr die Gründung eines Klosters zugeschrieben, das die erste gemeinschaftlich geweihte religiöse Stätte für Frauen in Irland war.",22,2,151,0.5,75.5,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,15,"Im Laufe der Jahre wurde Brigidas Standort in Kildare zu einem Zentrum der Religion und des Wissens, und Kildare entwickelte sich zu einer Kathedralstadt.",26,4,175,1.0,175.0,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,16,"Sie soll eine Kunstschule gegründet haben, in der unter anderemHandschriftenund Metallarbeiten hergestellt wurden.",15,2,81,1.0,81.0,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,17,Biografen berichten von Brigidas Reisen durch Irland und zu Orten in England.,13,2,67,1.0,67.0,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,18,"Ihr werden viele Wunder zugeschrieben, oft im Zusammenhang mit Heilungen und wohltätigen Handlungen für bedürftige Menschen.",18,3,153,0.3333333333333333,51.0,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,18,"Ein Wunder besagt, dass sie einen See in Bier verwandelte, um eine Leprakolonie zu versorgen, der das Bier ausgegangen war.",24,5,276,0.3333333333333333,92.0,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,18,Ihre Gebete konnten angeblich Winde beruhigen und den Regen beenden.,11,2,39,0.3333333333333333,13.0,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,19,"Es wird angenommen, dass Brigida am 1.",9,4,24,0.2,4.800000000000001,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,19,Februar 525 gestorben ist.,5,1,10,0.2,2.0,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,19,Dieser Tag wird heute als Tag der heiligen Brigida gefeiert - die erste Erwähnung dieses Tages stammt aus dem 7.,21,3,126,0.2,25.200000000000003,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,19,Jahrhundert.,2,1,1,0.2,0.2,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,19,"An diesem Tag fand auch Imbolc statt, ein vorchristliches Fest, das den Frühlingsanfang markierte.",17,3,88,0.2,17.6,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,20,Um den Tag der Heiligen Brigida haben sich viele Traditionen entwickelt.,12,1,42,1.0,42.0,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,21,In Kildare sollte ein heiliges Feuer zu Ehren der heiligen Brigida ständig brennen.,14,1,91,0.1666666666666666,15.166666666666666,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,21,Die ursprüngliche Flamme ist im 16.,7,1,21,0.1666666666666666,3.5,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,21,Jahrhundert erloschen.,3,1,3,0.1666666666666666,0.5,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,21,In Anlehnung an diesen alten Brauch hat sich eine moderne Tradition entwickelt.,13,1,46,0.1666666666666666,7.666666666666666,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,21,Im Jahr 1993 wurde wieder eine Flamme entzündet.,9,1,36,0.1666666666666666,6.0,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,21,"Seitdem nehmen die Menschen jedes Jahr eine Flamme mit in ihre Gemeinden - als Symbol für das Licht und die Wärme der Heiligen Brigida, die sich im ganzen Land ausbreiten.",32,5,438,0.1666666666666666,73.0,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,22,"Die Menschen feiern Brigida oft mit kreativen Aktivitäten, Musik, Geschichtenerzählen und künstlerischen Ausdrucksformen, die ihrem kreativen Geist huldigen.",22,5,151,1.0,151.0,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,23,"In einigen TeilenIrlandsgibt es Umzüge, die Biddy (der heiligen Brigida) gewidmet sind und bei denen auch Kreuze der heiligen Brigida angefertigt und getragen werden.",28,6,216,1.0,216.0,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,24,"Das Kreuz der Heiligen Brigida ist das Symbol, das am meisten mit der Heiligen Brigida in Verbindung gebracht wird.",21,2,111,1.0,111.0,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,25,Es wird traditionell aus Binsen oder Stroh hergestellt und zu einem unverwechselbaren vierarmigen Muster geflochten - allerdings gibt es viele regionale Varianten.,23,4,168,1.0,168.0,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,26,Das Kreuz soll Häuser vor Unheil und bösen Geistern schützen.,11,2,55,0.3333333333333333,18.33333333333333,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,26,"In vielen Haushalten in Irland werden noch immer Kreuze der Heiligen Brigida gebastelt und am Vorabend ihres Festtages aufgehängt, um die Häuser zu segnen.",26,4,169,0.3333333333333333,56.33333333333333,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,26,"Es war üblich, frisch Verheirateten oder Personen, die ein neues Haus kauften, ein Kreuz der Heiligen Brigida zu schenken, um ihnen Schutz zu bieten und ihnen bei der Gründung einer Familie alles Gute zu wünschen.",40,7,456,0.3333333333333333,152.0,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,27,"Heute sind viele Kirchen der Heiligen Brigida geweiht, ebenso wie der “Saint Bride”, eine verkürzte und anglisierte Form ihres Namens.",25,5,256,0.5,128.0,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,27,"Ortsnamen wie East Kilbride, Rathbride und andere sind nach der Heiligen Brigid benannt.",15,4,92,0.5,46.0,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,28,Im Jahr 2023 wurde der erste Montag im Februar in Irland zu einem Feiertag zu Ehren der Heiligen Brigida.,20,1,106,0.3333333333333333,35.33333333333333,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,28,"Es ist der erste irische Feiertag, der nach einer Frau benannt wurde.",14,2,91,0.3333333333333333,30.33333333333333,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,28,"Viele Feste und Organisationen nehmen diesen Feiertag zum Anlass,die Leistungen und die Kreativität von Frauen zu feiern.",20,4,120,0.3333333333333333,40.0,0.8694411823376617,0.6792841772934718,0.8181422493168212
6,29,Übersetzung überprüft von Ella Sophie Beaucamp,6,1,15,1.0,15.0,0.8694411823376617,0.6792841772934718,0.8181422493168212
7,1,Was war bisher dein bester Fund auf europeana.eu?,9,1,36,1.0,36.0,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,2,Wie nutzt du europeana.eu?,5,2,6,1.0,6.0,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,3,Wo sonst findest du deine Inspiration oder teilst sie?,10,3,45,1.0,45.0,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,4,Was beeinflusst deine Arbeit im Moment?,7,1,21,1.0,21.0,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,5,"Cosmina Berta nutzt die reichhaltigen Ressourcen von Europeana, um neue Kunstwerke und Erzählungen zu schaffen, die das Publikum begeistern und kommerziellen Erfolg erzielen.",26,5,189,1.0,189.0,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,6,"Die Künstlerin Cosmina Berta erzählt uns, wie sie die Europeana-Website nach künstlerischer Inspiration durchsucht.",16,3,64,0.5,32.0,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,6,Cosmina Berta gestaltet ihre Kunstwerke anhand kultureller Bildmotive aus Europeana und verfeinert sie mithilfe digitaler und traditioneller Techniken.,19,3,171,0.5,85.5,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,7,Für mich ist Kunst mehr als ein Hobby.,9,2,24,0.25,6.0,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,7,"Ich bin im kommunistischen Rumänien aufgewachsen, wo Künstler auch in Schulen unterrichteten.",14,3,91,0.25,22.75,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,7,"So hatten wir sehr berühmte Künstler als Lehrer, die uns inspirierten, sowohl durch ihre Kunst als auch durch ihre Leidenschaft.",23,5,132,0.25,33.0,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,7,"Eine Lehrerin kam in die Schule und zeichnete “der Wundervogel” aus Geschichten, und ich begann genauso zu zeichnen wie sie.. Ich habe nie aufgehört.",29,5,331,0.25,82.75,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,8,Ich komme aus Rumänien und lebe seit dem Jahr 2000 in Deutschland.,13,2,67,0.1666666666666666,11.166666666666666,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,8,Ich betrachte mich als europäischen Bürger.,7,2,16,0.1666666666666666,2.6666666666666665,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,8,"Als ich nach Deutschland kam, war ich ein wenig einsam und die Kunst war meine Zuflucht.",18,4,153,0.1666666666666666,25.5,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,8,"Ich fing aber an, für die Deutsche Digitale Bibliothek zu arbeiten und entdeckte ihre Bilder, und auch die der europeana.eu.",23,6,232,0.1666666666666666,38.66666666666666,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,8,"Ich war praktisch erstaunt über diese Bilder und wollte sie der Welt zeigen, ihnen neues Leben einhauchen, einen Dialog zwischen Vergangenheit und Gegenwart gestalten.",27,5,351,0.1666666666666666,58.5,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,8,"Ich habe auch selbst viel über die Ereignisse und die Menschen gelernt, die auf den Bildern zu sehen sind.",21,3,191,0.1666666666666666,31.83333333333333,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,9,"Im Jahr 2013 sah ich einige Europeana-Blogs, die Modefotos aus Gallica verwendeten - ich mochte den Stil, die Kleidung, die Atmosphäre - und so begann ich zu stöbern.",32,7,312,0.1111111111111111,34.666666666666664,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,9,"Und ich fand noch mehr Dinge, die mir gefielen.",11,4,55,0.1111111111111111,6.111111111111111,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,9,"Ich fand Bilder, die von einer Presseagentur in den 1910er-20er Jahren aufgenommen wurden.",15,2,92,0.1111111111111111,10.22222222222222,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,9,Die Atmosphäre der Bilder war damals ganz anders.,9,1,24,0.1111111111111111,2.6666666666666665,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,9,"Zum Beispiel Bilder, die während einer Sonnenfinsternis aufgenommen wurden und auf denen sich Menschen als Silhouetten gegen den Himmel abzeichnen.",22,5,151,0.1111111111111111,16.77777777777778,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,9,"Ich habe sie mit Mustern gemischt und Collagen erstellt, die ich auf gefundene Holzplatten übertragen habe.",18,3,137,0.1111111111111111,15.22222222222222,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,9,"Holz ist organisch und warm, es hat seine eigene Geschichte.",12,3,36,0.1111111111111111,4.0,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,9,"Gallica hat Einschränkungen hinsichtlich der Nutzung ihrer Sammlungen, deshalb habe ich Kontakt mit ihnen aufgenommen, um zu klären, wie ich sie in meiner Kunst verwenden könnte.",30,5,435,0.1111111111111111,48.33333333333333,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,9,Ich habe fünf Bilder in einem Café ausgestellt und vier davon verkauft.,13,2,67,0.1111111111111111,7.444444444444444,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,10,"Eine Kundin hat Erdkunde studiert und sah in dem Muster, das ich hinzugefügt hatte, Höhenlinien von topografischen Karten.",21,4,210,0.5,105.0,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,10,"Sie sah darin etwas, was ich nicht gesehen hatte.",11,2,30,0.5,15.0,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,11,"Dann begann ich, Geschichten zu den Bildern hinzuzufügen, und im Jahr 2020, kurz vor der Pandemie, machte ich meine erste Kunstausstellung, bei der ich drei Geschichten las, die ich über drei Bilder geschrieben hatte.",41,8,541,0.3333333333333333,180.3333333333333,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,11,"Eine davon handelte von einem schönen, eleganten Segelschiff.",10,2,31,0.3333333333333333,10.333333333333332,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,11,"Ich fügte den Segeln ein rotes Muster hinzu und dieGeschichtehandelt davon, wie das Schiff seine Segel verlor.",19,4,154,0.3333333333333333,51.33333333333333,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,12,"Eine Reihe von Porträtsvon Michel Fokine, einem Choreographen.",10,2,45,0.2,9.0,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,12,"Als er 1942 starb, wurde seine Choreografie für Les Sylphides als Hommage an ihn in 17 Opernhäusern auf der ganzen Welt aufgeführt.",24,4,276,0.2,55.2,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,12,"Er arbeitete in den 1920er-, 30er- und 40er-Jahren, und seine Arbeit wird auch heute noch verwendet, aber ich kann mir vorstellen, dass die Menschen den Mann hinter den Tänzen vergessen haben.Ich habe seinem Porträt lebhafte Mosaikmuster hinzugefügt, um seine Kreativität und Lebendigkeit zu betonen.",50,12,655,0.2,131.0,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,12,"Er hat mich so sehr inspiriert, ich glaube, ich könnte auf so viele Arten mit den fünf oder sechs Fotos von ihm in europeana.eu  arbeiten.",28,4,328,0.2,65.60000000000001,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,12,Ich könnte eine Kunstausstellung nur mit ihm machen.,9,1,36,0.2,7.2,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,13,"Ich liebe auch die Muster für Bücher, die ineinem Blog über restaurierte Büchervorgestellt wurden.",16,2,106,0.1666666666666666,17.666666666666664,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,13,"Ich kombinierte eines dieser Muster mit einem Porträt von drei Schwestern, das ich auf Europeana gefunden habe.",19,2,154,0.1666666666666666,25.666666666666664,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,13,"Die Person, der ich das verkauft habe, sagte, es erinnere sie an eine feministische Version von Lenin, Marx und Engels.",25,6,157,0.1666666666666666,26.166666666666664,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,13,"Ich liebe es, wie andere Menschen Dinge sehen, die ich nicht sehe.",15,4,92,0.1666666666666666,15.333333333333332,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,13,Es ist faszinierend.,4,1,6,0.1666666666666666,1.0,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,13,"Diese Bilder sind nachvollziehbar, sie kommunizieren, sodass die Menschen eine Geschichte sehen und sie mit sich selbst in Verbindung bringen.",23,5,148,0.1666666666666666,24.666666666666664,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,14,"Ich mag Europeana.eu, weil ich nicht auf zehn verschiedenen Websites nach Bildern suchen muss.",16,3,76,0.25,19.0,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,14,Alles ist da.,4,2,4,0.25,1.0,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,14,"Ich weiß, wie ich die Facetten, die Suche und die Rechte-Erklärungen nutzen kann.",16,5,120,0.25,30.0,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,14,"Man muss das finden, was einem gefällt, und bei den Bildern in Europeana klappt das sehr oft.",20,4,156,0.25,39.0,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,15,"Ich schaue mir gerne die Blogs an, und wenn ich suche, dann fange ich weitläufig an und suche nach allen Bildern mit einer offenen Lizenz.",28,6,352,0.3333333333333333,117.33333333333331,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,15,Das war's.,4,1,6,0.3333333333333333,2.0,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,15,Dann lasse ich mich treiben.,6,1,9,0.3333333333333333,3.0,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,16,Ich folge keinen Menschen in den sozialen Medien.,9,1,29,0.3333333333333333,9.666666666666666,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,16,Ich folge Museen.,4,1,4,0.3333333333333333,1.3333333333333333,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,16,Jeder Besuch einer Kunstausstellung oder eines Museums beeinflusst meine Richtung ein wenig.,13,2,43,0.3333333333333333,14.333333333333332,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,17,Das gilt auch für Gespräche mit Menschen.,8,1,22,0.25,5.5,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,17,"Das Haus einer Freundin wurde überflutet, und sie gab mir ein Stück Dielenboden, das durch die Flut beschädigt wurde.",22,4,141,0.25,35.25,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,17,Ich übertrug eine Collage mit Schmetterlingen drauf und machte es optimistisch und bunt.,14,3,61,0.25,15.25,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,17,"Ich wollte, dass sie etwas Optimistisches hat, um die schlechten Erinnerungen zu vertreiben.",16,4,76,0.25,19.0,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,18,Manchmal überlasse ich gerne der Technik die Kontrolle.,9,1,24,0.3333333333333333,8.0,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,18,"Ich arbeite mit Photoshop, um Bilder zu bearbeiten, und es kann Richtungen erkennen, die ich nicht sehen kann, also lasse ich manchmal die Software entscheiden.",30,6,297,0.3333333333333333,99.0,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,18,"Es ist eine Kombination aus Mensch und Maschine, und das funktioniert für mich sehr gut - es schafft eine neue besondere moderne Einheit.",25,5,220,0.3333333333333333,73.33333333333333,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,19,"Ich verwende Photoshop und Illustrator, um die Bilder zu bearbeiten, und ich magMedium, um meine Geschichten zu teilen.",22,6,231,0.5,115.5,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,19,"Ich teile meine Arbeiten auch aufInstagram, und meine Kunst ist auf derSaatchi Art-Websitegelistet, aber ich habe keine eigene Website.",22,5,231,0.5,115.5,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,20,Ich arbeite auch in einer Galerie mit 10 Leuten.,10,1,37,0.2,7.4,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,20,"Die Stile sind sehr unterschiedlich, aber wir inspirieren uns gegenseitig, wenn es um die Verwendung von Mustern, verschiedene Techniken oder die Harmonie der Farben geht.",29,7,406,0.2,81.2,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,20,"Es ist gut, in einer Gemeinschaft zu sein und diesen Austausch von Ideen zu haben.",17,3,136,0.2,27.200000000000003,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,20,"Und es ist toll, von den Leuten, die sich die Bilder ansehen, Anregungen zu bekommen.",19,5,154,0.2,30.8,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,20,"Es ist wie das Lesen von Kaffeesatz: Ich lese etwas, und jemand anderes liest etwas anderes.",19,5,115,0.2,23.0,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,21,"Ich würde sagen, 90 % meiner Bilder sind von Frauen.",12,2,66,0.25,16.5,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,21,Eine Serie basiert auf Bildern aus einem Europeana-Blog mit Bildern von Frauen am Meer.,15,1,60,0.25,15.0,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,21,"Ich fand sie inspirierend, sie wirkten so glücklich, frei und enthusiastisch!",14,4,79,0.25,19.75,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,21,"Ich habe sie genutzt, um Bilder zu kreieren, die Optimismus vermitteln, und durch die Muster, die ich verwende, auch neue Energie ausstrahlen.",28,7,352,0.25,88.0,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,22,Aber die Menschen müssen immer noch für ihre Rechte kämpfen.,11,3,34,0.1666666666666666,5.666666666666666,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,22,"In den 2000er Jahren dachten wir alle, wir hätten etwas gewonnen, aber anscheinend nicht.",17,4,73,0.1666666666666666,12.166666666666666,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,22,Das möchte ich mit meiner Kunst vermitteln.,8,1,28,0.1666666666666666,4.666666666666666,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,22,"Ich möchte Energie, Freiheit, Hoffnung, Inspiration, aber auch Nachdenklichkeit vermitteln.",15,6,65,0.1666666666666666,10.833333333333332,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,22,"Bei meinen Collagen mit Fotos von Bildern von alten Meistern ist mir aufgefallen, dass die meisten Frauen nach unten schauen, sie wirken unterwürfig.. Ich mache jetzt eine Serie mit Bildern aus den 1930er und 40er Jahren, weil sie allmählich mit offenen Lizenzen veröffentlicht werden.",49,7,856,0.1666666666666666,142.66666666666666,0.5181637386555652,0.9237769436583662,0.5461089976655246
7,22,"Sie haben eine andere Atmosphäre, sie kommunizieren anders - Die Frauen auf den Bildern aus dieser Zeit fangen an, nicht mehr nach unten zu schauen.",28,4,198,0.1666666666666666,33.0,0.5181637386555652,0.9237769436583662,0.5461089976655246
8,1,Britische Teetasse,2,1,1,1.0,1.0,0.6395806144406894,0.7350591182851868,0.5839386736885815
8,2,Französische Mode,2,1,1,1.0,1.0,0.6395806144406894,0.7350591182851868,0.5839386736885815
8,3,Lettische Neujahrskarte,2,1,1,1.0,1.0,0.6395806144406894,0.7350591182851868,0.5839386736885815
8,4,Eine Ausstellung in Spanien,4,1,6,1.0,6.0,0.6395806144406894,0.7350591182851868,0.5839386736885815
8,5,Eine polnische Bibliothek,3,1,3,1.0,3.0,0.6395806144406894,0.7350591182851868,0.5839386736885815
8,6,Ein Hafen in Kroatien,4,1,6,1.0,6.0,0.6395806144406894,0.7350591182851868,0.5839386736885815
8,7,Zum Mond,2,1,1,1.0,1.0,0.6395806144406894,0.7350591182851868,0.5839386736885815
8,8,"Entdecken Sie einen neuen Weg, um zu erkunden, was auf Europeana beliebt ist",15,3,81,1.0,81.0,0.6395806144406894,0.7350591182851868,0.5839386736885815
8,9,"Jeden Tag werden tausende von Suchanfragen auf unserer Webseite gestellt, wobei Millionen von Sammlungsobjekten zu Forschungszwecken, zum Lernen oder einfach nur zum Spaß durchsucht werden.",28,4,252,1.0,252.0,0.6395806144406894,0.7350591182851868,0.5839386736885815
8,10,"Haben Sie sich jemals gefragt, was die beliebtesten Objekte sind?",12,2,36,0.5,18.0,0.6395806144406894,0.7350591182851868,0.5839386736885815
8,10,Mit unseren neuen aktuellen Objekten können Sie das jetzt herausfinden.,11,1,34,0.5,17.0,0.6395806144406894,0.7350591182851868,0.5839386736885815
